"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""","""rank"""
"""9596""",1274.0,41896.0,34008.0,1.0,3.0,1200.0,2.0,9.0,2.0,4.0,121.0,0.0,1.0,7.0,66.0,310.0,1088.0,13.0,102.0,1060000.0,1.0,2.0,1.0,40452.0,8.0
"""9597""",980.0,41896.0,34008.0,1.0,3.0,1200.0,2.0,1.0,11.0,55.0,133.0,0.0,437.0,7.0,78.0,830.0,1096.0,13.0,103.0,1060000.0,2.0,2.0,1.0,39755.0,12.0
"""9598""",422.0,41896.0,34008.0,1.0,3.0,1200.0,2.0,4.0,3.0,19.0,124.0,-2.0,37.0,7.0,71.0,240.0,1062.0,13.0,105.0,1060000.0,1.0,2.0,1.0,40086.0,11.0
"""9599""",364.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,13.0,10.0,11.0,112.0,-2.0,7.0,6.0,81.0,93.0,1080.0,14.0,115.0,1500000.0,1.0,2.0,1.0,40462.0,3.0
"""9600""",186.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,8.0,8.0,6.0,119.0,-2.0,7.0,10.0,88.0,460.0,1147.0,14.0,98.0,1500000.0,2.0,2.0,3.0,40093.0,14.0
"""9601""",198.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,1.0,1.0,24.0,133.0,0.0,1.0,10.0,100.0,370.0,1211.0,14.0,114.0,1500000.0,2.0,3.0,1.0,39735.0,13.0
"""9602""",1119.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,2.0,12.0,13.0,128.0,-5.0,1.0,13.0,100.0,990.0,1074.0,14.0,116.0,1500000.0,1.0,2.0,1.0,39026.0,8.0
"""9603""",1063.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,10.0,3.0,5.0,120.0,0.0,9.0,2.0,87.0,28.0,1165.0,14.0,119.0,1500000.0,1.0,2.0,1.0,40113.0,4.0
"""9604""",154.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,12.0,14.0,15.0,116.0,-2.0,42.0,20.0,85.0,570.0,1115.0,14.0,110.0,1500000.0,1.0,2.0,1.0,39737.0,7.0
"""9605""",498.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,7.0,11.0,10.0,125.0,0.0,9.0,15.0,92.0,170.0,1029.0,14.0,113.0,1500000.0,6.0,2.0,1.0,40226.0,5.0
"""9606""",67.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,14.0,9.0,7.0,107.0,1.0,9.0,9.0,80.0,460.0,1244.0,14.0,110.0,1500000.0,3.0,2.0,5.0,39867.0,11.0
"""9607""",73.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,11.0,13.0,16.0,120.0,1.0,1.0,17.0,86.0,120.0,1088.0,14.0,116.0,1500000.0,3.0,2.0,1.0,39197.0,2.0
"""9608""",742.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,4.0,4.0,9.0,129.0,0.0,1.0,20.0,96.0,880.0,1083.0,14.0,112.0,1500000.0,7.0,2.0,1.0,39513.0,12.0
"""9609""",465.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,5.0,6.0,21.0,128.0,0.0,1.0,21.0,95.0,28.0,1184.0,14.0,122.0,1500000.0,2.0,3.0,1.0,40091.0,1.0
"""9610""",781.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,6.0,5.0,4.0,126.0,0.0,9.0,4.0,93.0,200.0,1133.0,14.0,116.0,1500000.0,2.0,2.0,4.0,39687.0,6.0
"""9611""",637.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,3.0,2.0,3.0,129.0,0.0,13.0,16.0,96.0,100.0,1087.0,14.0,121.0,1500000.0,6.0,7.0,1.0,40224.0,9.0
"""9612""",617.0,41896.0,34009.0,1.0,2.0,1000.0,2.0,9.0,7.0,19.0,118.0,-2.0,37.0,7.0,87.0,990.0,1075.0,14.0,0.0,1500000.0,7.0,2.0,3.0,39922.0,10.0
"""9613""",521.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,9.0,7.0,4.0,121.0,0.0,7.0,7.0,85.0,240.0,1035.0,14.0,112.0,1500000.0,1.0,2.0,1.0,39672.0,9.0
"""9614""",86.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,13.0,3.0,13.0,114.0,-5.0,7.0,15.0,83.0,32.0,1101.0,14.0,116.0,1500000.0,1.0,2.0,1.0,40083.0,2.0
"""9615""",293.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,5.0,11.0,11.0,124.0,-2.0,9.0,15.0,90.0,400.0,1105.0,14.0,105.0,1500000.0,2.0,2.0,1.0,38953.0,12.0
"""9616""",111.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,2.0,2.0,5.0,132.0,0.0,13.0,9.0,96.0,83.0,1067.0,14.0,118.0,1500000.0,1.0,3.0,4.0,39389.0,4.0
"""9617""",516.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,7.0,14.0,24.0,123.0,0.0,9.0,24.0,87.0,210.0,1011.0,14.0,110.0,1500000.0,8.0,2.0,1.0,39901.0,11.0
"""9618""",518.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,11.0,13.0,6.0,119.0,-2.0,9.0,18.0,85.0,390.0,1137.0,14.0,114.0,1500000.0,2.0,3.0,1.0,39698.0,1.0
"""9619""",316.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,6.0,5.0,21.0,125.0,0.0,337.0,10.0,89.0,81.0,1064.0,14.0,114.0,1500000.0,2.0,2.0,1.0,40126.0,10.0
"""9620""",850.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,10.0,4.0,12.0,121.0,0.0,3.0,23.0,85.0,50.0,1251.0,14.0,117.0,1500000.0,2.0,2.0,3.0,40080.0,5.0
"""9621""",434.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,14.0,10.0,19.0,116.0,-2.0,9.0,20.0,82.0,790.0,1082.0,14.0,114.0,1500000.0,2.0,2.0,1.0,39716.0,7.0
"""9622""",842.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,12.0,12.0,55.0,120.0,0.0,34.0,10.0,84.0,350.0,1051.0,14.0,116.0,1500000.0,2.0,2.0,1.0,40048.0,8.0
"""9623""",706.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,3.0,9.0,3.0,128.0,0.0,426.0,16.0,92.0,56.0,1134.0,14.0,118.0,1500000.0,2.0,3.0,1.0,40060.0,6.0
"""9624""",508.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,1.0,8.0,16.0,133.0,0.0,22.0,24.0,97.0,820.0,1172.0,14.0,102.0,1500000.0,4.0,5.0,6.0,39138.0,14.0
"""9625""",610.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,8.0,1.0,50.0,121.0,0.0,22.0,13.0,85.0,500.0,1125.0,14.0,99.0,1500000.0,1.0,2.0,1.0,39769.0,13.0
"""9626""",1016.0,41896.0,34010.0,1.0,2.0,1400.0,2.0,4.0,6.0,10.0,127.0,0.0,9.0,15.0,91.0,130.0,1195.0,14.0,123.0,1500000.0,4.0,6.0,1.0,40257.0,3.0
"""9627""",237.0,41899.0,34011.0,3.0,5.0,1650.0,4.0,3.0,2.0,50.0,125.0,0.0,82.0,3.0,32.0,65.0,1009.0,10.0,102.0,575000.0,9.0,3.0,1.0,39702.0,1.0
"""9628""",892.0,41899.0,34011.0,3.0,5.0,1650.0,4.0,4.0,1.0,10.0,123.0,0.0,263.0,24.0,30.0,51.0,1175.0,10.0,101.0,575000.0,3.0,2.0,1.0,39183.0,7.0
"""9629""",549.0,41899.0,34011.0,3.0,5.0,1650.0,4.0,9.0,9.0,3.0,117.0,1.0,18.0,12.0,23.0,54.0,1054.0,10.0,102.0,575000.0,2.0,2.0,1.0,40090.0,5.0
"""9630""",252.0,41899.0,34011.0,3.0,5.0,1650.0,4.0,8.0,7.0,8.0,116.0,-2.0,62.0,1.0,25.0,180.0,1151.0,10.0,98.0,575000.0,6.0,2.0,1.0,38764.0,6.0
"""9631""",269.0,41899.0,34011.0,3.0,5.0,1650.0,4.0,7.0,4.0,21.0,120.0,0.0,290.0,19.0,27.0,43.0,1139.0,10.0,102.0,575000.0,1.0,2.0,3.0,39744.0,2.0
"""9632""",1000.0,41899.0,34011.0,3.0,5.0,1650.0,4.0,1.0,6.0,16.0,133.0,0.0,455.0,17.0,40.0,76.0,1096.0,10.0,94.0,575000.0,2.0,2.0,1.0,40432.0,8.0
"""9633""",172.0,41899.0,34011.0,3.0,5.0,1650.0,4.0,6.0,5.0,9.0,121.0,0.0,1.0,17.0,28.0,110.0,996.0,10.0,101.0,575000.0,2.0,2.0,1.0,40074.0,3.0
"""9634""",59.0,41899.0,34011.0,3.0,5.0,1650.0,4.0,2.0,10.0,5.0,129.0,0.0,47.0,20.0,36.0,82.0,1102.0,10.0,103.0,575000.0,1.0,2.0,1.0,40118.0,4.0
"""9635""",266.0,41899.0,34011.0,3.0,5.0,1650.0,4.0,10.0,8.0,6.0,113.0,2.0,1.0,1.0,20.0,240.0,1100.0,10.0,80.0,575000.0,1.0,2.0,1.0,38986.0,10.0
"""9636""",788.0,41899.0,34011.0,3.0,5.0,1650.0,4.0,5.0,3.0,19.0,120.0,-2.0,3.0,18.0,29.0,540.0,1032.0,10.0,87.0,575000.0,2.0,2.0,1.0,40505.0,9.0
"""9637""",123.0,41899.0,34012.0,3.0,5.0,1200.0,4.0,1.0,9.0,15.0,131.0,-2.0,1.0,3.0,39.0,250.0,1122.0,11.0,96.0,575000.0,1.0,1.0,1.0,38970.0,4.0
"""9638""",353.0,41899.0,34012.0,3.0,5.0,1200.0,4.0,2.0,1.0,4.0,132.0,0.0,13.0,21.0,38.0,55.0,1192.0,11.0,100.0,575000.0,1.0,2.0,1.0,40123.0,8.0
"""9639""",539.0,41899.0,34012.0,3.0,5.0,1200.0,4.0,10.0,7.0,6.0,115.0,-2.0,6.0,1.0,23.0,97.0,1082.0,11.0,99.0,575000.0,1.0,3.0,1.0,39411.0,2.0
"""9640""",895.0,41899.0,34012.0,3.0,5.0,1200.0,4.0,5.0,5.0,21.0,131.0,0.0,49.0,6.0,37.0,21.0,1202.0,11.0,102.0,575000.0,1.0,2.0,1.0,39740.0,3.0
"""9641""",977.0,41899.0,34012.0,3.0,5.0,1200.0,4.0,3.0,6.0,1.0,129.0,-2.0,3.0,11.0,37.0,270.0,1097.0,11.0,98.0,575000.0,6.0,2.0,1.0,39854.0,7.0
"""9642""",590.0,41899.0,34012.0,3.0,5.0,1200.0,4.0,7.0,8.0,12.0,127.0,0.0,456.0,18.0,33.0,210.0,1090.0,11.0,93.0,575000.0,3.0,2.0,1.0,39494.0,6.0
"""9643""",480.0,41899.0,34012.0,3.0,5.0,1200.0,4.0,11.0,2.0,11.0,113.0,2.0,457.0,12.0,18.0,880.0,1126.0,11.0,98.0,575000.0,4.0,6.0,3.0,40245.0,9.0
"""9644""",695.0,41899.0,34012.0,3.0,5.0,1200.0,4.0,9.0,3.0,9.0,123.0,0.0,131.0,9.0,29.0,990.0,1172.0,11.0,63.0,575000.0,2.0,3.0,3.0,40076.0,10.0
"""9645""",969.0,41899.0,34012.0,3.0,5.0,1200.0,4.0,8.0,4.0,24.0,125.0,0.0,1.0,22.0,31.0,94.0,1115.0,11.0,0.0,575000.0,1.0,3.0,1.0,40112.0,11.0
"""9646""",597.0,41899.0,34012.0,3.0,5.0,1200.0,4.0,4.0,11.0,3.0,131.0,0.0,1.0,3.0,37.0,90.0,1113.0,11.0,98.0,575000.0,3.0,2.0,1.0,40218.0,5.0
"""9647""",254.0,41899.0,34012.0,3.0,5.0,1200.0,4.0,6.0,10.0,5.0,129.0,0.0,7.0,4.0,35.0,97.0,1156.0,11.0,107.0,575000.0,2.0,3.0,1.0,39368.0,1.0
"""9648""",739.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,9.0,10.0,5.0,120.0,2.0,5.0,6.0,45.0,91.0,1040.0,12.0,98.0,760000.0,3.0,1.0,1.0,40221.0,10.0
"""9649""",1196.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,11.0,2.0,10.0,116.0,0.0,9.0,15.0,43.0,220.0,1128.0,12.0,84.0,760000.0,2.0,1.0,1.0,40420.0,12.0
"""9650""",383.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,4.0,3.0,7.0,124.0,-7.0,1.0,9.0,58.0,98.0,1152.0,12.0,107.0,760000.0,6.0,2.0,1.0,39483.0,7.0
"""9651""",39.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,2.0,9.0,4.0,133.0,0.0,21.0,7.0,60.0,86.0,1147.0,12.0,105.0,760000.0,2.0,1.0,1.0,40092.0,9.0
"""9652""",933.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,8.0,8.0,21.0,121.0,0.0,35.0,10.0,48.0,40.0,1073.0,12.0,108.0,760000.0,2.0,1.0,1.0,40499.0,2.0
"""9653""",89.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,3.0,12.0,9.0,132.0,0.0,1.0,17.0,59.0,150.0,1191.0,12.0,107.0,760000.0,2.0,2.0,1.0,38992.0,5.0
"""9654""",261.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,7.0,5.0,16.0,126.0,0.0,31.0,20.0,53.0,49.0,1102.0,12.0,102.0,760000.0,1.0,2.0,1.0,39765.0,6.0
"""9655""",425.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,10.0,11.0,3.0,117.0,0.0,458.0,24.0,44.0,54.0,1167.0,12.0,107.0,760000.0,6.0,2.0,3.0,39867.0,1.0
"""9656""",1254.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,5.0,4.0,13.0,126.0,-5.0,55.0,13.0,58.0,990.0,1137.0,12.0,103.0,760000.0,2.0,3.0,1.0,40072.0,8.0
"""9657""",410.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,6.0,7.0,50.0,130.0,0.0,3.0,3.0,57.0,400.0,1206.0,12.0,107.0,760000.0,1.0,3.0,1.0,39696.0,3.0
"""9658""",263.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,1.0,6.0,8.0,131.0,-2.0,21.0,5.0,60.0,220.0,1088.0,12.0,107.0,760000.0,4.0,3.0,1.0,39866.0,11.0
"""9659""",906.0,41899.0,34013.0,3.0,4.0,1200.0,4.0,12.0,1.0,12.0,115.0,0.0,3.0,18.0,42.0,150.0,1032.0,12.0,105.0,760000.0,1.0,3.0,1.0,40433.0,4.0
"""9660""",1052.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,13.0,1.0,8.0,112.0,-2.0,32.0,17.0,41.0,440.0,1186.0,14.0,101.0,760000.0,1.0,2.0,1.0,40496.0,3.0
"""9661""",1124.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,6.0,10.0,21.0,124.0,0.0,1.0,7.0,51.0,74.0,1139.0,14.0,114.0,760000.0,1.0,2.0,1.0,40488.0,1.0
"""9662""",1083.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,8.0,4.0,24.0,123.0,0.0,18.0,13.0,50.0,990.0,1030.0,14.0,102.0,760000.0,1.0,2.0,1.0,40413.0,8.0
"""9663""",83.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,5.0,11.0,9.0,126.0,0.0,79.0,19.0,53.0,120.0,1116.0,14.0,91.0,760000.0,2.0,2.0,1.0,39698.0,13.0
"""9664""",5.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,12.0,14.0,6.0,113.0,-2.0,4.0,5.0,42.0,450.0,1057.0,14.0,104.0,760000.0,1.0,1.0,2.0,39026.0,9.0
"""9665""",1149.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,2.0,2.0,3.0,131.0,0.0,1.0,12.0,58.0,42.0,1046.0,14.0,111.0,760000.0,2.0,3.0,1.0,40414.0,2.0
"""9666""",935.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,3.0,5.0,5.0,130.0,0.0,48.0,9.0,57.0,26.0,1097.0,14.0,106.0,760000.0,6.0,4.0,1.0,39518.0,10.0
"""9667""",679.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,10.0,3.0,50.0,117.0,0.0,340.0,3.0,44.0,430.0,1104.0,14.0,103.0,760000.0,3.0,2.0,1.0,39199.0,6.0
"""9668""",816.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,1.0,9.0,16.0,133.0,0.0,18.0,18.0,60.0,79.0,1129.0,14.0,107.0,760000.0,2.0,2.0,1.0,40425.0,4.0
"""9669""",618.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,9.0,7.0,7.0,112.0,-7.0,7.0,14.0,46.0,410.0,1111.0,14.0,107.0,760000.0,2.0,1.0,1.0,38271.0,5.0
"""9670""",332.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,11.0,8.0,1.0,114.0,-2.0,42.0,22.0,43.0,110.0,1167.0,14.0,102.0,760000.0,2.0,2.0,1.0,39346.0,7.0
"""9671""",1059.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,14.0,6.0,4.0,114.0,0.0,7.0,10.0,41.0,180.0,1171.0,14.0,99.0,760000.0,2.0,2.0,3.0,40432.0,11.0
"""9672""",1270.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,7.0,12.0,11.0,121.0,-2.0,1.0,11.0,50.0,990.0,1145.0,14.0,97.0,760000.0,1.0,2.0,4.0,40503.0,12.0
"""9673""",6.0,41899.0,34014.0,6.0,4.0,1200.0,1.0,4.0,13.0,10.0,128.0,0.0,7.0,6.0,55.0,700.0,1107.0,14.0,82.0,760000.0,1.0,4.0,1.0,40103.0,14.0
"""9674""",613.0,41899.0,34015.0,3.0,3.0,1650.0,4.0,6.0,2.0,1.0,124.0,-2.0,6.0,7.0,77.0,47.0,1214.0,11.0,109.0,1060000.0,1.0,2.0,1.0,39760.0,7.0
"""9675""",103.0,41899.0,34015.0,3.0,3.0,1650.0,4.0,4.0,1.0,4.0,131.0,0.0,38.0,18.0,82.0,71.0,1127.0,11.0,112.0,1060000.0,3.0,2.0,1.0,39564.0,2.0
"""9676""",702.0,41899.0,34015.0,3.0,3.0,1650.0,4.0,9.0,8.0,6.0,113.0,-2.0,45.0,2.0,66.0,330.0,1134.0,11.0,91.0,1060000.0,3.0,2.0,1.0,39929.0,9.0
"""9677""",397.0,41899.0,34015.0,3.0,3.0,1650.0,4.0,5.0,3.0,5.0,130.0,0.0,7.0,23.0,81.0,55.0,1180.0,11.0,75.0,1060000.0,1.0,2.0,1.0,39406.0,11.0
"""9678""",815.0,41899.0,34015.0,3.0,3.0,1650.0,4.0,7.0,9.0,16.0,123.0,0.0,7.0,19.0,74.0,77.0,993.0,11.0,106.0,1060000.0,3.0,2.0,1.0,40250.0,6.0
"""9679""",487.0,41899.0,34015.0,3.0,3.0,1650.0,4.0,10.0,7.0,50.0,115.0,2.0,3.0,24.0,63.0,64.0,1170.0,11.0,112.0,1060000.0,1.0,2.0,1.0,40147.0,1.0
"""9680""",520.0,41899.0,34015.0,3.0,3.0,1650.0,4.0,1.0,6.0,3.0,133.0,0.0,13.0,24.0,84.0,57.0,1151.0,11.0,109.0,1060000.0,3.0,4.0,1.0,39901.0,4.0
"""9681""",665.0,41899.0,34015.0,3.0,3.0,1650.0,4.0,8.0,10.0,11.0,114.0,-2.0,9.0,22.0,67.0,320.0,966.0,11.0,108.0,1060000.0,3.0,2.0,1.0,38806.0,5.0
"""9682""",359.0,41899.0,34015.0,3.0,3.0,1650.0,4.0,11.0,11.0,12.0,113.0,0.0,364.0,17.0,61.0,720.0,1111.0,11.0,108.0,1060000.0,1.0,2.0,1.0,40089.0,3.0
"""9683""",848.0,41899.0,34015.0,3.0,3.0,1650.0,4.0,2.0,5.0,15.0,131.0,-2.0,1.0,20.0,84.0,100.0,1071.0,11.0,113.0,1060000.0,2.0,3.0,1.0,40063.0,8.0
"""9684""",1260.0,41899.0,34015.0,3.0,3.0,1650.0,4.0,3.0,4.0,13.0,127.0,-5.0,9.0,15.0,83.0,210.0,1167.0,11.0,80.0,1060000.0,1.0,2.0,1.0,40482.0,10.0
"""9685""",911.0,41899.0,34016.0,3.0,4.0,1650.0,4.0,4.0,1.0,11.0,128.0,-2.0,9.0,15.0,56.0,97.0,1104.0,11.0,107.0,760000.0,3.0,2.0,5.0,40249.0,3.0
"""9686""",91.0,41899.0,34016.0,3.0,4.0,1650.0,4.0,6.0,3.0,4.0,126.0,0.0,439.0,7.0,52.0,69.0,1084.0,11.0,99.0,760000.0,1.0,2.0,1.0,39327.0,9.0
"""9687""",462.0,41899.0,34016.0,3.0,4.0,1650.0,4.0,7.0,5.0,21.0,125.0,0.0,3.0,16.0,51.0,28.0,1075.0,11.0,108.0,760000.0,6.0,2.0,1.0,40265.0,1.0
"""9688""",420.0,41899.0,34016.0,3.0,4.0,1650.0,4.0,11.0,9.0,12.0,115.0,0.0,35.0,17.0,41.0,300.0,1076.0,11.0,107.0,760000.0,1.0,2.0,1.0,38986.0,2.0
"""9689""",394.0,41899.0,34016.0,3.0,4.0,1650.0,4.0,3.0,10.0,16.0,131.0,0.0,1.0,18.0,57.0,250.0,1157.0,11.0,98.0,760000.0,1.0,4.0,1.0,39347.0,11.0
"""9690""",556.0,41899.0,34016.0,3.0,4.0,1650.0,4.0,10.0,7.0,15.0,115.0,-2.0,3.0,3.0,43.0,280.0,1048.0,11.0,103.0,760000.0,1.0,2.0,1.0,40053.0,5.0
"""9691""",1097.0,41899.0,34016.0,3.0,4.0,1650.0,4.0,5.0,11.0,9.0,128.0,0.0,1.0,4.0,54.0,700.0,1042.0,11.0,107.0,760000.0,3.0,2.0,1.0,39925.0,7.0
"""9692""",669.0,41899.0,34016.0,3.0,4.0,1650.0,4.0,9.0,8.0,24.0,120.0,1.0,7.0,4.0,45.0,190.0,1063.0,11.0,96.0,760000.0,2.0,2.0,1.0,38669.0,10.0
"""9693""",572.0,41899.0,34016.0,3.0,4.0,1650.0,4.0,2.0,6.0,1.0,130.0,-2.0,3.0,22.0,58.0,200.0,973.0,11.0,104.0,760000.0,2.0,2.0,1.0,39732.0,8.0
"""9694""",56.0,41899.0,34016.0,3.0,4.0,1650.0,4.0,8.0,4.0,10.0,123.0,0.0,1.0,19.0,49.0,55.0,1087.0,11.0,105.0,760000.0,2.0,2.0,3.0,40098.0,4.0
"""9695""",851.0,41899.0,34016.0,3.0,4.0,1650.0,4.0,1.0,2.0,3.0,133.0,0.0,9.0,24.0,59.0,47.0,1099.0,11.0,110.0,760000.0,3.0,2.0,1.0,40206.0,6.0
"""9696""",1054.0,41899.0,34017.0,6.0,3.0,1000.0,1.0,4.0,10.0,7.0,122.0,-7.0,1.0,9.0,74.0,62.0,1065.0,11.0,111.0,1060000.0,6.0,2.0,1.0,40223.0,2.0
"""9697""",189.0,41899.0,34017.0,6.0,3.0,1000.0,1.0,9.0,4.0,12.0,117.0,0.0,9.0,12.0,62.0,490.0,1064.0,11.0,111.0,1060000.0,1.0,2.0,1.0,39712.0,3.0
"""9698""",1221.0,41899.0,34017.0,6.0,3.0,1000.0,1.0,2.0,5.0,21.0,132.0,0.0,26.0,14.0,77.0,43.0,1046.0,11.0,108.0,1060000.0,2.0,2.0,1.0,40423.0,8.0
"""9699""",71.0,41899.0,34017.0,6.0,3.0,1000.0,1.0,3.0,11.0,6.0,128.0,-2.0,1.0,5.0,75.0,140.0,1152.0,11.0,110.0,1060000.0,2.0,2.0,1.0,38964.0,4.0
"""9700""",183.0,41899.0,34017.0,6.0,3.0,1000.0,1.0,6.0,8.0,16.0,124.0,0.0,58.0,19.0,69.0,25.0,1191.0,11.0,109.0,1060000.0,2.0,1.0,1.0,40093.0,6.0
"""9701""",1264.0,41899.0,34017.0,6.0,3.0,1000.0,1.0,7.0,3.0,4.0,123.0,0.0,58.0,6.0,68.0,990.0,1166.0,11.0,99.0,1060000.0,1.0,2.0,1.0,40479.0,11.0
"""9702""",1122.0,41899.0,34017.0,6.0,3.0,1000.0,1.0,10.0,6.0,8.0,114.0,-2.0,9.0,13.0,61.0,140.0,1111.0,11.0,109.0,1060000.0,1.0,2.0,1.0,40488.0,5.0
"""9703""",474.0,41899.0,34017.0,6.0,3.0,1000.0,1.0,5.0,2.0,11.0,124.0,-2.0,370.0,22.0,71.0,310.0,1179.0,11.0,110.0,1060000.0,2.0,2.0,1.0,39732.0,9.0
"""9704""",16.0,41899.0,34017.0,6.0,3.0,1000.0,1.0,1.0,1.0,9.0,133.0,0.0,30.0,15.0,78.0,310.0,1183.0,11.0,111.0,1060000.0,2.0,2.0,3.0,40071.0,7.0
"""9705""",246.0,41899.0,34017.0,6.0,3.0,1000.0,1.0,11.0,7.0,15.0,114.0,-2.0,3.0,23.0,61.0,940.0,1105.0,11.0,100.0,1060000.0,1.0,3.0,1.0,39701.0,10.0
"""9706""",440.0,41899.0,34017.0,6.0,3.0,1000.0,1.0,8.0,9.0,19.0,116.0,-2.0,1.0,20.0,63.0,53.0,1126.0,11.0,111.0,1060000.0,1.0,1.0,1.0,39780.0,1.0
"""9707""",247.0,41899.0,34018.0,3.0,3.0,1200.0,4.0,7.0,9.0,12.0,120.0,0.0,66.0,18.0,65.0,290.0,1117.0,11.0,91.0,1060000.0,2.0,1.0,1.0,40110.0,10.0
"""9708""",340.0,41899.0,34018.0,3.0,3.0,1200.0,4.0,6.0,4.0,5.0,122.0,0.0,3.0,6.0,67.0,83.0,1069.0,11.0,113.0,1060000.0,3.0,2.0,1.0,39913.0,1.0
"""9709""",57.0,41899.0,34018.0,3.0,3.0,1200.0,4.0,9.0,6.0,50.0,118.0,0.0,14.0,3.0,63.0,72.0,1045.0,11.0,108.0,1060000.0,1.0,2.0,1.0,39328.0,2.0
"""9710""",782.0,41899.0,34018.0,3.0,3.0,1200.0,4.0,5.0,8.0,15.0,120.0,-2.0,38.0,3.0,67.0,630.0,1110.0,11.0,110.0,1060000.0,4.0,2.0,1.0,39154.0,3.0
"""9711""",1253.0,41899.0,34018.0,3.0,3.0,1200.0,4.0,2.0,5.0,4.0,130.0,0.0,7.0,10.0,75.0,38.0,1294.0,11.0,100.0,1060000.0,3.0,2.0,1.0,40272.0,9.0
"""9712""",302.0,41899.0,34018.0,3.0,3.0,1200.0,4.0,11.0,7.0,11.0,114.0,-2.0,442.0,12.0,61.0,310.0,1171.0,11.0,105.0,1060000.0,4.0,2.0,1.0,39557.0,7.0
"""9713""",1215.0,41899.0,34018.0,3.0,3.0,1200.0,4.0,8.0,3.0,19.0,117.0,-2.0,1.0,21.0,64.0,350.0,1266.0,11.0,107.0,1060000.0,2.0,2.0,1.0,40493.0,5.0
"""9714""",932.0,41899.0,34018.0,3.0,3.0,1200.0,4.0,1.0,2.0,21.0,133.0,0.0,7.0,7.0,78.0,21.0,1183.0,11.0,114.0,1060000.0,7.0,2.0,1.0,40254.0,6.0
"""9715""",705.0,41899.0,34018.0,3.0,3.0,1200.0,4.0,3.0,1.0,1.0,125.0,-2.0,9.0,9.0,72.0,110.0,1078.0,11.0,112.0,1060000.0,1.0,5.0,3.0,40087.0,8.0
"""9716""",1256.0,41899.0,34018.0,3.0,3.0,1200.0,4.0,10.0,10.0,13.0,112.0,-5.0,9.0,15.0,62.0,310.0,1076.0,11.0,104.0,1060000.0,2.0,3.0,1.0,40442.0,4.0
"""9717""",491.0,41903.0,34019.0,8.0,4.0,1400.0,2.0,5.0,5.0,1.0,127.0,-2.0,3.0,22.0,56.0,480.0,1131.0,12.0,107.0,760000.0,6.0,2.0,1.0,39532.0,10.0
